"","Date","Date_MY","Comments","Posts","Users","Total.nonfarm","Total.private","Mining.and.logging","Construction","Manufacturing","Wholesale.trade","Retail.trade","Transportation.and.warehousing","Utilities","Information","Financial.activities","Professional.and.business.services","Education.and.health.services","Leisure.and.hospitality","Other.services","Government","Federal.government","State.government","Local.government"
"856","2015-12-16","2015-12",NA,NA,1631,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"857","2015-12-17","2015-12",NA,NA,1628,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"858","2015-12-18","2015-12",NA,NA,1627,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"859","2015-12-19","2015-12",NA,NA,1625,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"860","2015-12-20","2015-12",NA,NA,1620,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"861","2015-12-21","2015-12",NA,NA,1615,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"862","2015-12-22","2015-12",NA,NA,1610,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"863","2015-12-23","2015-12",NA,NA,1607,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"864","2015-12-24","2015-12",NA,NA,1602,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"865","2015-12-25","2015-12",NA,NA,1597,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"866","2015-12-26","2015-12",NA,NA,1594,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"867","2015-12-27","2015-12",NA,NA,1597,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"868","2015-12-28","2015-12",NA,NA,1600,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"869","2015-12-29","2015-12",NA,NA,1595,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"870","2015-12-30","2015-12",NA,NA,1591,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"871","2015-12-31","2015-12",NA,NA,1587,"143,097","121,000",746,"6,630","12,362","5,776.50","15,699.00","4,946.00",556.1,"2,759","8,188","19,955","22,323","15,406","5,653","22,097","2,776","5,088","14,233"
"872","2016-01-01","2016-1",NA,NA,1585,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"873","2016-01-02","2016-1",NA,NA,1586,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"874","2016-01-03","2016-1",NA,NA,1579,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"875","2016-01-04","2016-1",NA,NA,1578,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"876","2016-01-05","2016-1",NA,NA,1577,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"877","2016-01-06","2016-1",NA,NA,1576,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"878","2016-01-07","2016-1",NA,NA,1576,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"879","2016-01-08","2016-1",NA,NA,1576,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"880","2016-01-09","2016-1",NA,NA,1577,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"881","2016-01-10","2016-1",NA,NA,1576,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"882","2016-01-11","2016-1",NA,NA,1579,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"883","2016-01-12","2016-1",NA,NA,1580,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"884","2016-01-13","2016-1",NA,NA,1580,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"885","2016-01-14","2016-1",NA,NA,1578,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"886","2016-01-15","2016-1",NA,NA,1579,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"887","2016-01-16","2016-1",NA,NA,1582,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"888","2016-01-17","2016-1",NA,NA,1581,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"889","2016-01-18","2016-1",NA,NA,1583,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"890","2016-01-19","2016-1",NA,NA,1588,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"891","2016-01-20","2016-1",NA,NA,1590,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"892","2016-01-21","2016-1",NA,NA,1591,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"893","2016-01-22","2016-1",NA,NA,1590,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"894","2016-01-23","2016-1",NA,NA,1592,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"895","2016-01-24","2016-1",NA,NA,1592,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"896","2016-01-25","2016-1",NA,NA,1590,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"897","2016-01-26","2016-1",NA,NA,1589,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"898","2016-01-27","2016-1",NA,NA,1588,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"899","2016-01-28","2016-1",NA,NA,1616,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"900","2016-01-29","2016-1",NA,NA,1643,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"901","2016-01-30","2016-1",NA,NA,1650,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"902","2016-01-31","2016-1",NA,NA,1652,"143,205","121,091",732,"6,631","12,383","5,778.00","15,723.60","4,914.50",556.1,"2,762","8,208","19,965","22,335","15,454","5,649","22,114","2,771","5,090","14,253"
"903","2016-02-01","2016-2",NA,NA,1656,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"904","2016-02-02","2016-2",NA,NA,1659,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"905","2016-02-03","2016-2",NA,NA,1659,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"906","2016-02-04","2016-2",NA,NA,1660,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"907","2016-02-05","2016-2",NA,NA,1660,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"908","2016-02-06","2016-2",NA,NA,1660,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"909","2016-02-07","2016-2",NA,NA,1661,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"910","2016-02-08","2016-2",NA,NA,1660,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"911","2016-02-09","2016-2",NA,NA,1662,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"912","2016-02-10","2016-2",NA,NA,1662,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"913","2016-02-11","2016-2",NA,NA,1663,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"914","2016-02-12","2016-2",NA,NA,1659,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"915","2016-02-13","2016-2",NA,NA,1658,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"916","2016-02-14","2016-2",NA,NA,1658,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"917","2016-02-15","2016-2",NA,NA,1657,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"918","2016-02-16","2016-2",NA,NA,1658,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"919","2016-02-17","2016-2",NA,NA,1659,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"920","2016-02-18","2016-2",NA,NA,1659,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"921","2016-02-19","2016-2",NA,NA,1660,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"922","2016-02-20","2016-2",NA,NA,1662,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"923","2016-02-21","2016-2",NA,NA,1664,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"924","2016-02-22","2016-2",NA,NA,1665,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"925","2016-02-23","2016-2",NA,NA,1664,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"926","2016-02-24","2016-2",NA,NA,1664,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"927","2016-02-25","2016-2",NA,NA,1663,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"928","2016-02-26","2016-2",NA,NA,1663,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"929","2016-02-27","2016-2",NA,NA,1663,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"930","2016-02-28","2016-2",NA,NA,1667,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"931","2016-02-29","2016-2",NA,NA,1667,"143,417","121,279",711,"6,640","12,365","5,776.90","15,772.10","4,930.30",557.2,"2,776","8,211","19,977","22,403","15,494","5,665","22,138","2,778","5,085","14,275"
"932","2016-03-01","2016-3",NA,NA,1670,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"933","2016-03-02","2016-3",NA,NA,1672,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"934","2016-03-03","2016-3",NA,NA,1679,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"935","2016-03-04","2016-3",NA,NA,1680,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"936","2016-03-05","2016-3",NA,NA,1681,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"937","2016-03-06","2016-3",NA,NA,1683,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"938","2016-03-07","2016-3",NA,NA,1684,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"939","2016-03-08","2016-3",NA,NA,1683,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"940","2016-03-09","2016-3",NA,NA,1683,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"941","2016-03-10","2016-3",NA,NA,1684,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"942","2016-03-11","2016-3",NA,NA,1714,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"943","2016-03-12","2016-3",NA,NA,1715,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"944","2016-03-13","2016-3",NA,NA,1717,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"945","2016-03-14","2016-3",NA,NA,1718,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"946","2016-03-15","2016-3",NA,NA,1719,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
"947","2016-03-16","2016-3",NA,NA,1720,"143,654","121,476",691,"6,678","12,342","5,779.90","15,811.20","4,948.90",555.5,"2,785","8,227","19,999","22,450","15,535","5,673","22,178","2,783","5,092","14,303"
